1,2.0,2.0,2.0,2.0,2.0,2.0 
2,1.9,1.9,1.9,1.9,1.9,1.9 
4,1.7,1.7,1.7,1.7,1.7,1.7 
5,2.0,2.0,2.0,2.0,2.0,2.0 
6,1.7,1.7,1.7,1.7,1.7,1.7 
8,1.9,1.9,1.9,1.9,1.9,1.9 
9,2.4,2.4,2.4,2.4,2.4,2.4 
11,1.6,1.6,1.6,1.6,1.6,1.6 
12,1.7,1.7,1.7,1.7,1.7,1.7 
14,2.0,2.0,2.0,2.0,2.0,2.0 
15,2.1,2.0,2.0,2.0,2.0,2.1 
16,1.9,1.9,1.9,1.9,1.9,1.9 
18,1.7,1.7,1.7,1.7,1.7,1.7 
19,1.7,1.7,1.7,1.7,1.7,1.7 
21,1.6,1.6,1.6,1.6,1.6,1.6 
22,1.4,1.4,1.4,1.4,1.4,1.4 
23,1.6,1.6,1.6,1.6,1.6,1.6 
25,1.5,1.6,1.6,1.5,1.5,1.5 
26,1.5,1.5,1.5,1.5,1.5,1.5 
28,1.5,1.5,1.5,1.5,1.5,1.5 
29,1.5,1.5,1.5,1.5,1.5,1.5 
30,1.6,1.6,1.6,1.6,1.6,1.6 
32,1.5,1.5,1.5,1.5,1.5,1.5 
33,1.3,1.3,1.3,1.3,1.3,1.3 
35,1.7,1.7,1.7,1.7,1.7,1.7 
36,1.4,1.4,1.4,1.4,1.4,1.4 
38,1.3,1.3,1.3,1.3,1.3,1.3 
39,1.2,1.2,1.2,1.2,1.2,1.2 
40,1.2,1.2,1.2,1.2,1.2,1.2 
42,1.2,1.2,1.2,1.2,1.2,1.2 
43,1.2,1.2,1.2,1.2,1.2,1.2 
45,1.1,1.1,1.1,1.1,1.1,1.1 
46,1.1,1.1,1.1,1.1,1.1,1.1 
48,1.2,1.2,1.2,1.2,1.2,1.2 
49,1.2,1.2,1.2,1.2,1.2,1.2 
51,1.2,1.2,1.2,1.2,1.2,1.2 
52,1.2,1.2,1.2,1.2,1.2,1.2 
54,1.1,1.1,1.1,1.1,1.1,1.1 
55,1.2,1.2,1.2,1.2,1.2,1.2 
57,1.3,1.3,1.3,1.3,1.3,1.3 
58,1.2,1.2,1.2,1.2,1.2,1.2 
59,1.2,1.2,1.2,1.2,1.2,1.2 
61,1.2,1.2,1.2,1.2,1.2,1.2 
62,1.2,1.2,1.2,1.2,1.2,1.2 
64,1.1,1.1,1.1,1.1,1.1,1.1 
65,1.1,1.1,1.1,1.1,1.1,1.1 
67,1.2,1.2,1.2,1.2,1.2,1.2 
68,1.3,1.3,1.3,1.3,1.3,1.3 
69,1.2,1.2,1.2,1.2,1.2,1.2 
71,1.3,1.3,1.3,1.3,1.3,1.3 
72,1.2,1.2,1.2,1.2,1.2,1.2 
74,1.2,1.1,1.2,1.1,1.1,1.1 
75,1.1,1.1,1.1,1.1,1.1,1.1 
